Value
-5.403902075624465942e+04
-1.600165186309814453e+04
-2.137599698925018311e+04
-1.545050294864177704e+04
-8.890112812519073486e+03
-2.374693894290924072e+04
-9.080199660062789917e+03
-3.942852613449096680e+03
-3.451186521530151367e+03
-1.086947827744483948e+04
-5.158362513542175293e+03
-7.529213254928588867e+03
-1.500890295481681824e+04
-1.289058178806304932e+04
-7.767811658620834351e+03
-1.280766521072387695e+04
-5.801441310310363770e+04
-9.921221006393432617e+03
-2.509045952033996582e+04
-3.211829854488372803e+03
-4.509564110875129700e+03
-6.351527652740478516e+03
-1.312741972827911377e+04
-1.176421179175376892e+03
-1.108174764442443848e+04
-1.368047340559959412e+04
-1.188666029691696167e+03
-6.664906151723861694e+04
-8.467895490169525146e+03
-1.065171134686470032e+04
-3.209097748577594757e+03
-6.382767472267150879e+03
-2.192732459259033203e+04
-1.103003697657585144e+04
-2.167618099629878998e+03
-2.360390079617500305e+03
-1.512813869285583496e+04
-1.418602970933914185e+04
-2.837962939262390137e+03
-4.276008883833885193e+03
-9.770468441426753998e+03
-3.711245786517858505e+03
-5.080128605604171753e+03
-1.530005727219581604e+04
-6.438350252628326416e+03
-1.212782425475120544e+04
-1.816795288705825806e+04
-3.580217287987470627e+03
-2.264910188102722168e+04
-4.292787573909759521e+04
-2.541784988975524902e+04
-3.650294828176498413e+03
-4.865313098073005676e+03
9.016549305915832520e+02
-4.943570344448089600e+03
-8.447127807617187500e+03
-8.819488725185394287e+03
-8.906381427288055420e+03
-1.548148638367652893e+03
6.921499452292919159e+02
-5.263909147262573242e+03
-1.342685901826620102e+04
-1.915422409248352051e+04
-2.578138719081878662e+03
-4.881476342201232910e+03
-1.133895566344261169e+03
-5.016629249811172485e+03
-2.842831164956092834e+03
-6.752505227327346802e+03
-1.362822978585958481e+04
1.239377516388893127e+03
-4.777994825780391693e+03
-1.137144248217344284e+03
-7.419774556875228882e+03
-5.505858451783657074e+03
-2.127423000663518906e+03
-1.626543301671743393e+03
-2.696241750508546829e+03
-1.276888067102432251e+04
-9.611395568192005157e+03
-2.570374424755573273e+03
-1.522884025335311890e+03
-9.897665013730525970e+03
-8.958514871686697006e+03
1.060042656064033508e+03
-3.752383768081665039e+03
-1.655906347036361694e+03
7.926526544690132141e+02
-6.545565400123596191e+02
-4.144139898180961609e+03
-2.205260141074657440e+03
-1.521535639595985413e+04
-1.068266482293605804e+03
-4.621337675601243973e+03
-9.241946616172790527e+02
-1.229342938622832298e+04
-2.467142576575279236e+02
-7.160119467735290527e+03
-5.185038752853870392e+03
-1.500763778561353683e+04
-3.491951934278011322e+03
-1.950040653085708618e+04
4.184400714039802551e+02
-6.905587563991546631e+03
-3.311823132872581482e+03
-3.161419340997934341e+03
-3.717914169937372208e+03
-8.700085160493850708e+03
7.672536575496196747e+02
4.308276775181293488e+02
-4.568857592344284058e+02
-6.171469826221466064e+03
-2.153962077751755714e+03
-1.993343498849868774e+04
6.470044496357440948e+02
-3.395570631235837936e+03
-2.171240772306919098e+01
3.834984463453292847e+02
-6.142968761980533600e+03
-9.914563736766576767e+02
2.667240132093429565e+02
-4.701874313324689865e+03
-5.412873478204011917e+03
-4.440218768775463104e+03
-1.365941891908645630e+03
-8.649032356739044189e+02
-3.721630765438079834e+03
-1.117158845454454422e+03
-1.425724448919296265e+03
7.790438063144683838e+02
-1.430551034152507782e+03
8.533850910067558289e+02
-4.753531386971473694e+03
-1.347299998164176941e+03
-3.318958684742450714e+03
-1.641840522587299347e+03
-5.462302820384502411e+03
6.852567066550254822e+02
9.113057873845100403e+02
-8.326887873947620392e+03
7.468167436122894287e+02
-7.915536531209945679e+02
2.546521542072296143e+02
4.873912325501441956e+02
-6.132683314085006714e+02
-6.604290896356105804e+02
1.087385818511247635e+03
-4.937082423567771912e+02
6.999863457977771759e+02
8.571002066135406494e+02
-4.295340505570173264e+03
9.205813986063003540e+02
1.361884905576705933e+03
2.815818804502487183e+02
-1.655921183675527573e+03
-1.751778586506843567e+03
6.967872941493988037e+02
-6.369251794993877411e+03
-5.334344819128513336e+03
2.436274086236953735e+02
-1.227356939285993576e+03
-4.178800154745578766e+03
-1.362116224229335785e+03
-8.203776890337467194e+03
3.638149795532226562e+02
-3.085411546468734741e+03
-3.375557138264179230e+03
2.971587494313716888e+02
7.654685020446777344e+01
1.052430273443460464e+03
-5.235820531845092773e+02
-1.541702514648437500e+03
9.512946166992187500e+02
-2.676323718905448914e+03
-1.657173857361078262e+03
-1.296430486842989922e+03
2.011242113113403320e+02
-2.764925694048404694e+03
-1.645751044332981110e+03
7.359599641710519791e+02
6.988725328445434570e+01
-3.796123690068721771e+03
6.240216702222824097e+00
-9.416458222433924675e+03
2.149829779863357544e+02
-1.980794824838638306e+03
-7.790636838912963867e+03
-3.741770680606365204e+03
-1.218607416713237762e+04
-8.309258391916751862e+03
-5.961617074251174927e+03
3.195926012992858887e+02
7.831728492379188538e+02
-1.806027486979961395e+03
-2.592972499251365662e+03
3.005095848143100739e+02
-9.467820272147655487e+03
-6.387861378431320190e+03
-1.810704578906297684e+02
4.147538174390792847e+02
-3.442625324726104736e+03
-2.127976719051599503e+03
-2.695783192396163940e+03
-4.287125256538391113e+03
-1.570292267918586731e+03
-5.969702241182327271e+03
-1.557349729537963867e+02
5.128003942966461182e+02
-2.306214285492897034e+02
-3.935790204703807831e+03
-5.179603669762611389e+03
-6.888480408191680908e+03
-4.621538907051086426e+03
-5.406290389239788055e+03
5.642204701900482178e+02
-6.820329617708921432e+02
-2.038564311563968658e+02
-4.091100575089454651e+03
-4.744311901092529297e+03
-2.012568641662597656e+03
-1.807025331664085388e+04
-2.056185976266860962e+02
1.440879848241806030e+03
7.476589554548263550e+01
-4.505302242755889893e+03
1.305660856246948242e+03
-3.270396570205688477e+03
-4.839554050385951996e+03
-1.592801633000373840e+03
-1.183448767423629761e+03
-9.672388191044330597e+03
-5.521511780261993408e+03
-2.806368213713169098e+03
-3.563517539143562317e+03
-2.248015849590301514e+02
-2.452388792335987091e+03
-1.997662528708577156e+03
-1.490775494486093521e+03
-7.775406933337450027e+03
-4.419895324766635895e+03
-1.812002514123916626e+03
-3.068997794270515442e+03
-1.216810015261173248e+03
-1.392304926693439484e+03
-6.679261691868305206e+02
-3.250301316618919373e+03
-3.914323639869689941e+02
-5.578931049138307571e+03
-5.417696181803941727e+03
-1.524454453289508820e+02
-3.299728968143463135e+03
-3.543637816607952118e+03
-1.300158827757835388e+04
-3.243712867617607117e+03
-2.716401897609233856e+03
-6.685038344562053680e+02
-6.637621065214276314e+03
-4.204527863621711731e+03
6.457884209752082825e+02
-3.439949132114648819e+03
-1.885046039044857025e+03
8.180889758467674255e+01
8.342173512578010559e+02
-8.095777186840772629e+03
-1.206585357710719109e+03
-1.044947866499423981e+03
-3.464688604772090912e+02
5.252362200617790222e+02
-9.215206061601638794e+02
-7.415765172302722931e+03
-1.845935227870941162e+02
-2.279771316528320312e+03
-7.143283134698867798e+02
-1.539656525552272797e+03
-6.402385611593723297e+03
-8.428215337336063385e+03
-1.434632039606571198e+03
-1.706253528028726578e+03
-3.042362159490585327e+03
-5.412854549884796143e+02
1.384857863187789917e+03
1.713580169379711151e+02
-5.003457360982894897e+03
-3.845820180654525757e+03
-1.039471159040927887e+03
-1.601373529016971588e+03
6.582975592017173767e+02
-9.188582790493965149e+02
-3.793324678063392639e+03
-4.178425123840570450e+03
-4.991007723689079285e+03
-7.573942852526903152e+03
-8.660311868786811829e+01
-2.162569801628589630e+03
-1.046224933212995529e+04
-3.377655896842479706e+03
-6.233012519717216492e+03
-1.393129658132791519e+03
7.717498255074024200e+02
-8.401051013320684433e+02
2.123374059796333313e+01
7.314746525883674622e+01
1.078719017505645752e+03
-2.132762235671281815e+03
-1.998398019433021545e+03
-2.755538260668516159e+03
-1.415225640714168549e+03
-3.720400288462638855e+03
-2.817636344373226166e+03
-9.793267502486705780e+02
6.018632455319166183e+02
1.121073563098907471e+03
-2.643901268541812897e+03
-4.794133396565914154e+03
8.723646394908428192e+02
-5.773409193754196167e+02
6.272905341982841492e+02
-1.678392506301403046e+03
-2.401606227606534958e+03
-1.111788265109062195e+03
-2.793372917637228966e+03
1.255979734063148499e+02
4.281634004116058350e+02
-1.507017747431993484e+03
8.246126978993415833e+02
-4.205412000179290771e+03
-6.938240389823913574e+02
-1.233897771948575974e+04
-4.607617199659347534e+03
-8.490580149590969086e+02
5.688588383793830872e+01
1.454681806027889252e+03
-2.678768392875790596e+03
-1.375190559267997742e+03
-3.179391997247934341e+03
-4.199970424175262451e+00
-4.112770979285240173e+03
5.763365799188613892e+02
-1.005699485063552856e+03
-5.392404027253389359e+03
-1.485544002258777618e+04
-3.473349544703960419e+03
-2.435485819876194000e+02
-2.119611505627632141e+03
-3.798936586022377014e+03
-4.868953728675842285e+01
5.421173334121704102e+00
-1.720681545615196228e+03
-2.168501425087451935e+03
5.996327731609344482e+02
